Position (m),Velocity (m/s),Acceleration (m/s²),Time (s)
0.1901,0.0035,1.90E-04,698.65
0.1902,0.0017,-0.0174,698.7
0.1902,0.0017,1.90E-04,698.75
0.1904,0.0017,-0.0172,698.8
0.1904,0,-0.0174,698.85
0.1904,0,1.90E-04,698.9
0.1904,1.90E-05,-0.0172,698.95
0.1904,-0.0017,-0.0174,699
0.1902,-0.0017,1.68E-14,699.05
0.1902,-0.0017,-1.90E-04,699.1
0.1901,-0.0017,0.0174,699.15
0.1901,1.90E-05,1.90E-04,699.2
0.1901,-0.0017,-0.0176,699.25
0.1899,-0.0017,0.0172,699.3
0.1899,0,0.0174,699.35
0.1899,0,0,699.4
0.1899,0,0,699.45
0.1899,0,-1.90E-04,699.5
0.1899,-1.90E-05,0.0172,699.55
0.1899,0.0017,0.0176,699.6
0.1901,0.0017,-0.0172,699.65
0.1901,0,-0.0174,699.7
0.1901,0,0,699.75
0.1901,0,0,699.8
0.1901,0,0,699.85
0.1901,0,0,699.9
0.1901,0,0,699.95
0.1901,0,1.90E-04,700
0.1901,1.90E-05,-0.0172,700.05
0.1901,-0.0017,-0.0176,700.1
0.1899,-0.0017,0.0174,700.15
0.1899,1.90E-05,1.90E-04,700.2
0.1899,-0.0017,-0.0176,700.25
0.1897,-0.0017,0.017,700.3
0.1897,-1.90E-05,0.0346,700.35
0.1897,0.0017,0.0176,700.4
0.1899,0.0017,-0.0174,700.45
0.1899,-1.90E-05,-1.90E-04,700.5
0.1899,0.0017,0.0174,700.55
0.1901,0.0017,0,700.6
0.1901,0.0017,3.36E-14,700.65
0.1902,0.0017,-2.78E-15,700.7
0.1902,0.0017,-2.23E-14,700.75
0.1904,0.0017,2.23E-14,700.8
0.1904,0.0017,3.81E-04,700.85
0.1906,0.0018,-0.0344,700.9
0.1906,-0.0017,-0.035,700.95
0.1904,-0.0017,0.0174,701
0.1904,1.90E-05,3.81E-04,701.05
0.1904,-0.0017,-0.0346,701.1
0.1902,-0.0034,-0.0176,701.15
0.1901,-0.0035,0.0172,701.2
0.1899,-0.0017,0.0176,701.25
0.1899,-0.0017,-0.0174,701.3
0.1897,-0.0035,-3.79E-04,701.35
0.1895,-0.0017,0.0346,701.4
0.1895,0,0.0174,701.45
0.1895,0,0,701.5
0.1895,0,-1.90E-04,701.55
0.1895,-1.90E-05,0.0172,701.6
0.1895,0.0017,0.0174,701.65
0.1897,0.0017,-1.90E-04,701.7
0.1897,0.0017,0.0172,701.75
0.1899,0.0034,0.0174,701.8
0.1901,0.0034,-8.65E-14,701.85
0.1902,0.0034,1.91E-04,701.9
0.1904,0.0035,-0.017,701.95
0.1906,0.0017,-0.0348,702
0.1906,-1.91E-05,3.48E-07,702.05
0.1906,0.0017,3.81E-04,702.1
0.1907,1.91E-05,-0.0346,702.15
0.1906,-0.0017,-0.0174,702.2
0.1906,-0.0017,-2.23E-14,702.25
0.1904,-0.0017,1.90E-04,702.3
0.1904,-0.0017,-0.0172,702.35
0.1902,-0.0034,-0.0174,702.4
0.1901,-0.0034,-1.90E-04,702.45
0.1899,-0.0035,0.0172,702.5
0.1897,-0.0017,0.0174,702.55
0.1897,-0.0017,-1.90E-04,702.6
0.1895,-0.0017,0.0172,702.65
0.1895,0,0.0174,702.7
0.1895,0,0,702.75
0.1895,0,-1.90E-04,702.8
0.1895,-1.90E-05,0.017,702.85
0.1895,0.0017,0.0348,702.9
0.1897,0.0035,1.90E-04,702.95
0.1899,0.0017,-0.0174,703
0.1899,0.0017,-1.40E-14,703.05
0.1901,0.0017,-3.91E-14,703.1
0.1901,0.0017,3.36E-14,703.15
0.1902,0.0017,3.63E-14,703.2
0.1902,0.0017,1.90E-04,703.25
0.1904,0.0017,-0.017,703.3
0.1904,1.90E-05,-0.0346,703.35
0.1904,-0.0017,-0.0176,703.4
0.1902,-0.0017,0.0174,703.45
0.1902,1.90E-05,1.90E-04,703.5
0.1902,-0.0017,-0.0176,703.55
0.1901,-0.0017,0.0174,703.6
0.1901,1.90E-05,1.90E-04,703.65
0.1901,-0.0017,-0.0176,703.7
0.1899,-0.0017,0.0172,703.75
0.1899,0,0.0174,703.8
0.1899,0,-1.90E-04,703.85
0.1899,-1.90E-05,0.0172,703.9
0.1899,0.0017,0.0176,703.95
0.1901,0.0017,-0.0172,704
0.1901,0,-0.0174,704.05
0.1901,0,-1.90E-04,704.1
0.1901,-1.90E-05,0.0174,704.15
0.1901,0.0017,3.80E-04,704.2
0.1902,1.90E-05,-0.0348,704.25
0.1901,-0.0017,-1.90E-04,704.3
0.1901,0,0.0174,704.35
0.1901,0,1.90E-04,704.4
0.1901,1.90E-05,-0.0172,704.45
0.1901,-0.0017,-0.0176,704.5
0.1899,-0.0017,0.0174,704.55
0.1899,1.90E-05,1.90E-04,704.6
0.1899,-0.0017,-0.0176,704.65
0.1897,-0.0017,0.0172,704.7
0.1897,0,0.0174,704.75
0.1897,0,-1.90E-04,704.8
0.1897,-1.90E-05,0.0172,704.85
0.1897,0.0017,0.0174,704.9
0.1899,0.0017,0,704.95
0.1899,0.0017,-1.40E-14,705
0.1901,0.0017,1.96E-14,705.05
0.1901,0.0017,-5.55E-15,705.1
0.1902,0.0017,-2.23E-14,705.15
0.1902,0.0017,1.68E-14,705.2
0.1904,0.0017,2.23E-14,705.25
0.1904,0.0017,1.91E-04,705.3
0.1906,0.0017,-0.017,705.35
0.1906,1.91E-05,-0.0346,705.4
0.1906,-0.0017,-0.0174,705.45
0.1904,-0.0017,1.90E-04,705.5
0.1904,-0.0017,-0.0172,705.55
0.1902,-0.0034,-0.0174,705.6
0.1901,-0.0034,-1.90E-04,705.65
0.1899,-0.0035,0.0172,705.7
0.1897,-0.0017,0.0174,705.75
0.1897,-0.0017,-3.91E-14,705.8
0.1895,-0.0017,0,705.85
0.1895,-0.0017,-1.89E-04,705.9
0.1894,-0.0017,0.017,705.95
0.1894,-1.89E-05,0.0344,706
0.1894,0.0017,0.0348,706.05
0.1895,0.0035,1.89E-04,706.1
0.1897,0.0017,-0.0176,706.15
0.1897,0.0017,0.0172,706.2
0.1899,0.0034,0.0174,706.25
0.1901,0.0034,6.99E-14,706.3
0.1902,0.0034,1.91E-04,706.35
0.1904,0.0035,-0.017,706.4
0.1906,0.0017,-0.0346,706.45
0.1906,0,-0.0174,706.5
0.1906,0,0,706.55
0.1906,0,1.91E-04,706.6
0.1906,1.91E-05,-0.017,706.65
0.1906,-0.0017,-0.0348,706.7
0.1904,-0.0035,-1.91E-04,706.75
0.1902,-0.0017,0.0176,706.8
0.1902,-0.0017,-0.0172,706.85
0.1901,-0.0034,-0.0176,706.9
0.1899,-0.0035,0.0172,706.95
0.1897,-0.0017,0.0174,707
0.1897,-0.0017,-1.90E-04,707.05
0.1895,-0.0017,0.0172,707.1
0.1895,0,0.0174,707.15
0.1895,0,-1.90E-04,707.2
0.1895,-1.90E-05,0.0172,707.25
0.1895,0.0017,0.0174,707.3
0.1897,0.0017,0,707.35
0.1897,0.0017,3.36E-14,707.4
0.1899,0.0017,-1.90E-04,707.45
0.1899,0.0017,0.0174,707.5
0.1901,0.0035,3.80E-04,707.55
0.1902,0.0017,-0.0346,707.6
0.1902,0,-0.0176,707.65
0.1902,-1.90E-05,0.0174,707.7
0.1902,0.0017,3.80E-04,707.75
0.1904,1.90E-05,-0.0348,707.8
0.1902,-0.0017,-1.90E-04,707.85
0.1902,0,0.0176,707.9
0.1902,1.90E-05,-0.0172,707.95
0.1902,-0.0017,-0.0176,708
0.1901,-0.0017,0.0174,708.05
0.1901,1.90E-05,1.90E-04,708.1
0.1901,-0.0017,-0.0178,708.15
0.1899,-0.0018,0.0344,708.2
0.1899,0.0017,0.035,708.25
0.1901,0.0017,-0.0172,708.3
0.1901,0,-0.0174,708.35
0.1901,0,-1.90E-04,708.4
0.1901,-1.90E-05,0.0172,708.45
0.1901,0.0017,0.0176,708.5
0.1902,0.0017,-0.0172,708.55
0.1902,0,-0.0174,708.6
0.1902,0,0,708.65
0.1902,0,0,708.7
0.1902,0,1.90E-04,708.75
0.1902,1.90E-05,-0.0172,708.8
0.1902,-0.0017,-0.0176,708.85
0.1901,-0.0017,0.0174,708.9
0.1901,1.90E-05,1.90E-04,708.95
0.1901,-0.0017,-0.0176,709
0.1899,-0.0017,0.0172,709.05
0.1899,0,0.0174,709.1
0.1899,0,0,709.15
0.1899,0,0,709.2
0.1899,0,0,709.25
0.1899,0,-1.90E-04,709.3
0.1899,-1.90E-05,0.0172,709.35
0.1899,0.0017,0.0174,709.4
0.1901,0.0017,-1.90E-04,709.45
0.1901,0.0017,0.0174,709.5
0.1902,0.0035,1.90E-04,709.55
0.1904,0.0017,-0.0174,709.6
0.1904,0.0017,1.91E-04,709.65
0.1906,0.0017,-0.0172,709.7
0.1906,0,-0.0174,709.75
0.1906,0,0,709.8
0.1906,0,1.91E-04,709.85
0.1906,1.91E-05,-0.017,709.9
0.1906,-0.0017,-0.0346,709.95
0.1904,-0.0034,-0.0176,710
0.1902,-0.0035,0.0172,710.05
0.1901,-0.0017,0.0176,710.1
0.1901,-0.0017,-0.0174,710.15
0.1899,-0.0035,-1.90E-04,710.2
0.1897,-0.0017,0.0174,710.25
0.1897,-0.0017,-1.90E-04,710.3
0.1895,-0.0017,0.0172,710.35
0.1895,0,0.0172,710.4
0.1895,-1.90E-05,0.0172,710.45
0.1895,0.0017,0.0174,710.5
0.1897,0.0017,-1.90E-04,710.55
0.1897,0.0017,0.0174,710.6
0.1899,0.0035,1.90E-04,710.65
0.1901,0.0017,-0.0176,710.7
0.1901,0.0017,0.0172,710.75
0.1902,0.0034,0.0176,710.8
0.1904,0.0035,-0.017,710.85
0.1906,0.0017,-0.0348,710.9
0.1906,-1.91E-05,3.48E-07,710.95
0.1906,0.0017,3.81E-04,711
0.1907,1.91E-05,-0.0346,711.05
0.1906,-0.0017,-0.0174,711.1
0.1906,-0.0017,-2.78E-15,711.15
0.1904,-0.0017,1.90E-04,711.2
0.1904,-0.0017,-0.0174,711.25
0.1902,-0.0035,-1.90E-04,711.3
0.1901,-0.0017,0.0176,711.35
0.1901,-0.0017,-0.0174,711.4
0.1899,-0.0035,-3.80E-04,711.45
0.1897,-0.0017,0.0346,711.5
0.1897,0,0.0174,711.55
0.1897,0,0,711.6
0.1897,0,-1.90E-04,711.65
0.1897,-1.90E-05,0.0172,711.7
0.1897,0.0017,0.0174,711.75
0.1899,0.0017,1.96E-14,711.8
0.1899,0.0017,5.55E-15,711.85
0.1901,0.0017,-1.96E-14,711.9
0.1901,0.0017,1.90E-04,711.95
0.1902,0.0017,-0.0172,712
0.1902,0,-0.0176,712.05
0.1902,-1.90E-05,0.0172,712.1
0.1902,0.0017,0.0178,712.15
0.1904,0.0018,-0.0344,712.2
0.1904,-0.0017,-0.035,712.25
0.1902,-0.0017,0.0172,712.3
0.1902,0,0.0176,712.35
0.1902,1.90E-05,-0.0172,712.4
0.1902,-0.0017,-0.0176,712.45
0.1901,-0.0017,0.0172,712.5
0.1901,0,0.0174,712.55
0.1901,0,0,712.6
0.1901,0,0,712.65
0.1901,0,0,712.7
0.1901,0,-1.90E-04,712.75
0.1901,-1.90E-05,0.0172,712.8
0.1901,0.0017,0.0176,712.85
0.1902,0.0017,-0.0172,712.9
0.1902,0,-0.0176,712.95
0.1902,-1.90E-05,0.0174,713
0.1902,0.0017,3.80E-04,713.05
0.1904,1.90E-05,-0.0348,713.1
0.1902,-0.0017,3.80E-09,713.15
0.1902,1.90E-05,1.90E-04,713.2
0.1902,-0.0017,-0.0174,713.25
0.1901,-0.0017,-3.91E-14,713.3
0.1901,-0.0017,-1.90E-04,713.35
0.1899,-0.0017,0.0174,713.4
0.1899,1.90E-05,1.90E-04,713.45
0.1899,-0.0017,-0.0176,713.5
0.1897,-0.0017,0.0172,713.55
0.1897,0,0.0174,713.6
0.1897,0,-1.90E-04,713.65
0.1897,-1.90E-05,0.0172,713.7
0.1897,0.0017,0.0174,713.75
0.1899,0.0017,1.96E-14,713.8
0.1899,0.0017,2.51E-14,713.85
0.1901,0.0017,-1.90E-04,713.9
0.1901,0.0017,0.0174,713.95
0.1902,0.0035,1.90E-04,714
0.1904,0.0017,-0.0174,714.05
0.1904,0.0017,1.91E-04,714.1
0.1906,0.0017,-0.0172,714.15
0.1906,0,-0.0174,714.2
0.1906,0,1.91E-04,714.25
0.1906,1.91E-05,-0.0172,714.3
0.1906,-0.0017,-0.0174,714.35
0.1904,-0.0017,1.90E-04,714.4
0.1904,-0.0017,-0.0172,714.45
0.1902,-0.0034,-0.0176,714.5
0.1901,-0.0035,0.0172,714.55
0.1899,-0.0017,0.0176,714.6
0.1899,-0.0017,-0.0174,714.65
0.1897,-0.0035,-3.79E-04,714.7
0.1895,-0.0017,0.0346,714.75
0.1895,0,0.0174,714.8
0.1895,0,-1.90E-04,714.85
0.1895,-1.90E-05,0.0172,714.9
0.1895,0.0017,0.0174,714.95
0.1897,0.0017,-1.90E-04,715
0.1897,0.0017,0.0174,715.05
0.1899,0.0035,1.90E-04,715.1
0.1901,0.0017,-0.0176,715.15
0.1901,0.0017,0.0174,715.2
0.1902,0.0035,1.90E-04,715.25
0.1904,0.0017,-0.0174,715.3
0.1904,0.0017,1.91E-04,715.35
0.1906,0.0017,-0.0172,715.4
0.1906,0,-0.0172,715.45
0.1906,1.91E-05,-0.0172,715.5
0.1906,-0.0017,-0.0174,715.55
0.1904,-0.0017,1.90E-04,715.6
0.1904,-0.0017,-0.0174,715.65
0.1902,-0.0035,-1.90E-04,715.7
0.1901,-0.0017,0.0174,715.75
0.1901,-0.0017,2.23E-14,715.8
0.1899,-0.0017,-1.96E-14,715.85
0.1899,-0.0017,-1.90E-04,715.9
0.1897,-0.0017,0.0172,715.95
0.1897,0,0.0174,716
0.1897,0,0,716.05
0.1897,0,0,716.1
0.1897,0,-1.90E-04,716.15
0.1897,-1.90E-05,0.0172,716.2
0.1897,0.0017,0.0174,716.25
0.1899,0.0017,1.96E-14,716.3
0.1899,0.0017,2.51E-14,716.35
0.1901,0.0017,-1.96E-14,716.4
0.1901,0.0017,1.90E-04,716.45
0.1902,0.0017,-0.0172,716.5
0.1902,0,-0.0174,716.55
0.1902,0,0,716.6
0.1902,0,1.90E-04,716.65
0.1902,1.90E-05,-0.0172,716.7
0.1902,-0.0017,-0.0176,716.75
0.1901,-0.0017,0.0172,716.8
0.1901,0,0.0174,716.85
0.1901,0,0,716.9
0.1901,0,0,716.95
0.1901,0,0,717
0.1901,0,0,717.05
0.1901,0,0,717.1
0.1901,0,0,717.15
0.1901,0,-1.90E-04,717.2
0.1901,-1.90E-05,0.0172,717.25
0.1901,0.0017,0.0176,717.3
0.1902,0.0017,-0.0172,717.35
0.1902,0,-0.0174,717.4
0.1902,0,0,717.45
0.1902,0,0,717.5
0.1902,0,1.90E-04,717.55
0.1902,1.90E-05,-0.0172,717.6
0.1902,-0.0017,-0.0174,717.65
0.1901,-0.0017,-1.96E-14,717.7
0.1901,-0.0017,2.78E-15,717.75
0.1899,-0.0017,1.96E-14,717.8
0.1899,-0.0017,-1.90E-04,717.85
0.1897,-0.0017,0.0174,717.9
0.1897,1.90E-05,1.90E-04,717.95
0.1897,-0.0017,-0.0178,718
0.1895,-0.0018,0.0344,718.05
0.1895,0.0017,0.035,718.1
0.1897,0.0017,-0.0174,718.15
0.1897,-1.90E-05,-3.79E-04,718.2
0.1897,0.0017,0.0348,718.25
0.1899,0.0035,1.90E-04,718.3
0.1901,0.0017,-0.0176,718.35
0.1901,0.0017,0.0174,718.4
0.1902,0.0035,1.90E-04,718.45
0.1904,0.0017,-0.0174,718.5
0.1904,0.0017,1.91E-04,718.55
0.1906,0.0017,-0.0172,718.6
0.1906,0,-0.0174,718.65
0.1906,0,1.91E-04,718.7
0.1906,1.91E-05,-0.017,718.75
0.1906,-0.0017,-0.0348,718.8
0.1904,-0.0035,-1.91E-04,718.85
0.1902,-0.0017,0.0176,718.9
0.1902,-0.0017,-0.0172,718.95
0.1901,-0.0034,-0.0176,719
0.1899,-0.0035,0.0172,719.05
0.1897,-0.0017,0.0176,719.1
0.1897,-0.0017,-0.0174,719.15
0.1895,-0.0035,-3.79E-04,719.2
0.1894,-0.0017,0.0346,719.25
0.1894,0,0.0172,719.3
0.1894,-1.89E-05,0.017,719.35
0.1894,0.0017,0.0348,719.4
0.1895,0.0035,1.89E-04,719.45
0.1897,0.0017,-0.0176,719.5
0.1897,0.0017,0.0172,719.55
0.1899,0.0034,0.0176,719.6
0.1901,0.0035,-0.0172,719.65
0.1902,0.0017,-0.0174,719.7
0.1902,0.0017,1.90E-04,719.75
0.1904,0.0017,-0.0172,719.8
0.1904,0,-0.0174,719.85
0.1904,0,0,719.9
0.1904,0,1.90E-04,719.95
0.1904,1.90E-05,-0.0172,720
0.1904,-0.0017,-0.0174,720.05
0.1902,-0.0017,3.63E-14,720.1
0.1902,-0.0017,-4.47E-14,720.15
0.1901,-0.0017,-3.91E-14,720.2
0.1901,-0.0017,2.23E-14,720.25
0.1899,-0.0017,1.96E-14,720.3
0.1899,-0.0017,-1.90E-04,720.35
0.1897,-0.0017,0.0172,720.4
0.1897,0,0.0174,720.45
0.1897,0,0,720.5
0.1897,0,-1.90E-04,720.55
0.1897,-1.90E-05,0.0172,720.6
0.1897,0.0017,0.0176,720.65
0.1899,0.0017,-0.0174,720.7
0.1899,-1.90E-05,-1.90E-04,720.75
0.1899,0.0017,0.0176,720.8
0.1901,0.0017,-0.0172,720.85
0.1901,0,-0.0174,720.9
0.1901,0,0,720.95
0.1901,0,0,721
0.1901,0,0,721.05
0.1901,0,0,721.1
0.1901,0,1.90E-04,721.15
0.1901,1.90E-05,-0.0172,721.2
0.1901,-0.0017,-0.0176,721.25
0.1899,-0.0017,0.0172,721.3
0.1899,0,0.0174,721.35
0.1899,0,0,721.4
0.1899,0,0,721.45
0.1899,0,0,721.5
0.1899,0,-1.90E-04,721.55
0.1899,-1.90E-05,0.0172,721.6
0.1899,0.0017,0.0174,721.65
0.1901,0.0017,-1.96E-14,721.7
0.1901,0.0017,1.90E-04,721.75
0.1902,0.0017,-0.0172,721.8
0.1902,0,-0.0174,721.85
0.1902,0,0,721.9
0.1902,0,0,721.95
0.1902,0,1.90E-04,722
0.1902,1.90E-05,-0.0172,722.05
0.1902,-0.0017,-0.0176,722.1
0.1901,-0.0017,0.0174,722.15
0.1901,1.90E-05,3.80E-04,722.2
0.1901,-0.0017,-0.0348,722.25
0.1899,-0.0035,-3.80E-04,722.3
0.1897,-0.0017,0.0348,722.35
0.1897,1.90E-05,1.90E-04,722.4
0.1897,-0.0017,-0.0178,722.45
0.1895,-0.0018,0.0344,722.5
0.1895,0.0017,0.0348,722.55
0.1897,0.0017,-1.90E-04,722.6
0.1897,0.0017,0.0172,722.65
0.1899,0.0034,0.0176,722.7
0.1901,0.0035,-0.0172,722.75
0.1902,0.0017,-0.0176,722.8
0.1902,0.0017,0.0172,722.85
0.1904,0.0034,0.0176,722.9
0.1906,0.0035,-0.017,722.95
0.1907,0.0017,-0.0346,723
0.1907,0,-0.0174,723.05
0.1907,0,0,723.1
0.1907,0,1.91E-04,723.15
0.1907,1.91E-05,-0.017,723.2
0.1907,-0.0017,-0.0348,723.25
0.1906,-0.0035,-1.91E-04,723.3
0.1904,-0.0017,0.0176,723.35
0.1904,-0.0017,-0.0172,723.4
0.1902,-0.0034,-0.0176,723.45
0.1901,-0.0035,0.0172,723.5
0.1899,-0.0017,0.0176,723.55
0.1899,-0.0017,-0.0174,723.6
0.1897,-0.0035,-3.79E-04,723.65
0.1895,-0.0017,0.0344,723.7
0.1895,-1.90E-05,0.0346,723.75
0.1895,0.0017,0.0174,723.8
0.1897,0.0017,-3.91E-14,723.85
0.1897,0.0017,3.36E-14,723.9
0.1899,0.0017,-1.90E-04,723.95
0.1899,0.0017,0.0172,724
0.1901,0.0034,0.0176,724.05
0.1902,0.0035,-0.017,724.1
0.1904,0.0017,-0.0348,724.15
0.1904,-1.90E-05,-1.90E-04,724.2
0.1904,0.0017,0.0176,724.25
0.1906,0.0017,-0.0172,724.3
0.1906,0,-0.0172,724.35
0.1906,1.91E-05,-0.0172,724.4
0.1906,-0.0017,-0.0174,724.45
0.1904,-0.0017,-1.68E-14,724.5
0.1904,-0.0017,-1.90E-04,724.55
0.1902,-0.0017,0.0174,724.6
0.1902,1.90E-05,1.90E-04,724.65
0.1902,-0.0017,-0.0176,724.7
0.1901,-0.0017,0.0174,724.75
0.1901,1.90E-05,1.90E-04,724.8
0.1901,-0.0017,-0.0178,724.85
0.1899,-0.0018,0.0344,724.9
0.1899,0.0017,0.035,724.95
0.1901,0.0017,-0.0172,725
0.1901,0,-0.0174,725.05
0.1901,0,0,725.1
0.1901,0,-1.90E-04,725.15
0.1901,-1.90E-05,0.0172,725.2
0.1901,0.0017,0.0176,725.25
0.1902,0.0017,-0.0172,725.3
0.1902,0,-0.0176,725.35
0.1902,-1.90E-05,0.0174,725.4
0.1902,0.0017,3.80E-04,725.45
0.1904,1.90E-05,-0.0348,725.5
0.1902,-0.0017,-1.90E-04,725.55
0.1902,0,0.0174,725.6
0.1902,0,1.90E-04,725.65
0.1902,1.90E-05,-0.0172,725.7
0.1902,-0.0017,-0.0176,725.75
0.1901,-0.0017,0.0172,725.8
0.1901,0,0.0172,725.85
0.1901,-1.90E-05,0.0172,725.9
0.1901,0.0017,0.0176,725.95
0.1902,0.0017,-0.0174,726
0.1902,-1.90E-05,-1.90E-04,726.05
0.1902,0.0017,0.0176,726.1
0.1904,0.0017,-0.0172,726.15
0.1904,0,-0.0176,726.2
0.1904,-1.90E-05,0.0172,726.25
0.1904,0.0017,0.0176,726.3
0.1906,0.0017,-0.017,726.35
0.1906,1.91E-05,-0.0346,726.4
0.1906,-0.0017,-0.0176,726.45
0.1904,-0.0017,0.0174,726.5
0.1904,1.90E-05,3.81E-04,726.55
0.1904,-0.0017,-0.0348,726.6
0.1902,-0.0035,-1.90E-04,726.65
0.1901,-0.0017,0.0174,726.7
0.1901,-0.0017,-1.90E-04,726.75
0.1899,-0.0017,0.0174,726.8
0.1899,1.90E-05,1.90E-04,726.85
0.1899,-0.0017,-0.0178,726.9
0.1897,-0.0018,0.0344,726.95
0.1897,0.0017,0.035,727
0.1899,0.0017,-0.0174,727.05
0.1899,-1.90E-05,-3.80E-04,727.1
0.1899,0.0017,0.0348,727.15
0.1901,0.0035,1.90E-04,727.2
0.1902,0.0017,-0.0176,727.25
0.1902,0.0017,0.0172,727.3
0.1904,0.0034,0.0176,727.35
0.1906,0.0035,-0.017,727.4
0.1907,0.0017,-0.0346,727.45
0.1907,0,-0.0174,727.5
0.1907,0,0,727.55
0.1907,0,1.91E-04,727.6
0.1907,1.91E-05,-0.0172,727.65
0.1907,-0.0017,-0.0174,727.7
0.1906,-0.0017,1.90E-04,727.75
0.1906,-0.0017,-0.0172,727.8
0.1904,-0.0034,-0.0174,727.85
0.1902,-0.0034,-1.90E-04,727.9
0.1901,-0.0035,0.0172,727.95
0.1899,-0.0017,0.0174,728
0.1899,-0.0017,-1.90E-04,728.05
0.1897,-0.0017,0.0172,728.1
0.1897,0,0.0174,728.15
0.1897,0,-1.90E-04,728.2
0.1897,-1.90E-05,0.0172,728.25
0.1897,0.0017,0.0174,728.3
0.1899,0.0017,-1.90E-04,728.35
0.1899,0.0017,0.0174,728.4
0.1901,0.0035,1.90E-04,728.45
0.1902,0.0017,-0.0176,728.5
0.1902,0.0017,0.0174,728.55
0.1904,0.0035,3.81E-04,728.6
0.1906,0.0017,-0.0346,728.65
0.1906,0,-0.0174,728.7
0.1906,0,0,728.75
0.1906,0,0,728.8
0.1906,0,1.91E-04,728.85
0.1906,1.91E-05,-0.0172,728.9
0.1906,-0.0017,-0.0174,728.95
0.1904,-0.0017,2.23E-14,729
0.1904,-0.0017,-1.40E-14,729.05
0.1902,-0.0017,-2.78E-15,729.1
0.1902,-0.0017,-1.90E-04,729.15
0.1901,-0.0017,0.0172,729.2
0.1901,0,0.0174,729.25
0.1901,0,0,729.3
0.1901,0,0,729.35
0.1901,0,0,729.4
0.1901,0,0,729.45
0.1901,0,-1.90E-04,729.5
0.1901,-1.90E-05,0.0172,729.55
0.1901,0.0017,0.0176,729.6
0.1902,0.0017,-0.0172,729.65
0.1902,0,-0.0174,729.7
0.1902,0,0,729.75
0.1902,0,0,729.8
0.1902,0,0,729.85
0.1902,0,0,729.9
0.1902,0,1.90E-04,729.95
0.1902,1.90E-05,-0.0172,730
0.1902,-0.0017,-0.0176,730.05
0.1901,-0.0017,0.0172,730.1
0.1901,0,0.0174,730.15
0.1901,0,0,730.2
0.1901,0,0,730.25
0.1901,0,0,730.3
0.1901,0,0,730.35
0.1901,0,-1.90E-04,730.4
0.1901,-1.90E-05,0.0172,730.45
0.1901,0.0017,0.0176,730.5
0.1902,0.0017,-0.0174,730.55
0.1902,-1.90E-05,-1.90E-04,730.6
0.1902,0.0017,0.0176,730.65
0.1904,0.0017,-0.0172,730.7
0.1904,0,-0.0174,730.75
0.1904,0,0,730.8
0.1904,0,0,730.85
0.1904,0,1.90E-04,730.9
0.1904,1.90E-05,-0.0172,730.95
0.1904,-0.0017,-0.0174,731
0.1902,-0.0017,1.90E-04,731.05
0.1902,-0.0017,-0.0174,731.1
0.1901,-0.0035,-1.90E-04,731.15
0.1899,-0.0017,0.0174,731.2
0.1899,-0.0017,-1.90E-04,731.25
0.1897,-0.0017,0.0172,731.3
0.1897,0,0.0174,731.35
0.1897,0,-1.90E-04,731.4
0.1897,-1.90E-05,0.0172,731.45
0.1897,0.0017,0.0174,731.5
0.1899,0.0017,-1.90E-04,731.55
0.1899,0.0017,0.0174,731.6
0.1901,0.0035,1.90E-04,731.65
0.1902,0.0017,-0.0176,731.7
0.1902,0.0017,0.0174,731.75
0.1904,0.0035,1.90E-04,731.8
0.1906,0.0017,-0.0174,731.85
0.1906,0.0017,1.91E-04,731.9
0.1907,0.0017,-0.0172,731.95
0.1907,0,-0.0172,732
0.1907,1.91E-05,-0.0172,732.05
0.1907,-0.0017,-0.0174,732.1
0.1906,-0.0017,-3.91E-14,732.15
0.1906,-0.0017,-2.23E-14,732.2
0.1904,-0.0017,1.90E-04,732.25
0.1904,-0.0017,-0.0172,732.3
0.1902,-0.0034,-0.0176,732.35
0.1901,-0.0035,0.0172,732.4
0.1899,-0.0017,0.0174,732.45
0.1899,-0.0017,-1.90E-04,732.5
0.1897,-0.0017,0.0172,732.55
0.1897,0,0.0174,732.6
0.1897,0,0,732.65
0.1897,0,-1.90E-04,732.7
0.1897,-1.90E-05,0.017,732.75
0.1897,0.0017,0.0348,732.8
0.1899,0.0035,1.90E-04,732.85
0.1901,0.0017,-0.0176,732.9
0.1901,0.0017,0.0174,732.95
0.1902,0.0035,1.90E-04,733
0.1904,0.0017,-0.0174,733.05
0.1904,0.0017,1.91E-04,733.1
0.1906,0.0017,-0.0172,733.15
0.1906,0,-0.0174,733.2
0.1906,0,0,733.25
0.1906,0,1.91E-04,733.3
0.1906,1.91E-05,-0.0172,733.35
0.1906,-0.0017,-0.0174,733.4
0.1904,-0.0017,-1.68E-14,733.45
0.1904,-0.0017,2.51E-14,733.5
0.1902,-0.0017,-2.23E-14,733.55
0.1902,-0.0017,-1.90E-04,733.6
0.1901,-0.0017,0.0172,733.65
0.1901,0,0.0174,733.7
0.1901,0,0,733.75
0.1901,0,0,733.8
0.1901,0,0,733.85
0.1901,0,0,733.9
0.1901,0,0,733.95
0.1901,0,-1.90E-04,734
0.1901,-1.90E-05,0.0172,734.05
0.1901,0.0017,0.0176,734.1
0.1902,0.0017,-0.0172,734.15
0.1902,0,-0.0174,734.2
0.1902,0,1.90E-04,734.25
0.1902,1.90E-05,-0.0172,734.3
